,prdtypecode,target
52891,1280,3
52892,2403,10
52893,1560,7
52894,1920,9
52895,2462,15
52896,2583,12
52897,2403,10
52898,2280,1
52899,1280,3
52900,2060,17
52901,40,18
52902,1560,7
52903,2522,5
52904,2583,12
52905,40,18
52906,2905,23
52907,1940,25
52908,2583,12
52909,2060,17
52910,1320,20
52911,2462,15
52912,1180,13
52913,2403,10
52914,2585,24
52915,2583,12
52916,2585,24
52917,60,19
52918,2582,6
52919,2582,6
52920,2583,12
52921,1280,3
52922,60,19
52923,1302,21
52924,1920,9
52925,1301,26
52926,1300,14
52927,40,18
52928,1300,14
52929,2522,5
52930,2583,12
52931,2583,12
52932,1300,14
52933,2280,1
52934,2585,24
52935,2522,5
52936,2585,24
52937,1160,16
52938,1920,9
52939,1320,20
52940,1302,21
52941,1320,20
52942,1300,14
52943,1560,7
52944,2403,10
52945,2522,5
52946,2582,6
52947,10,0
52948,2280,1
52949,1920,9
52950,2280,1
52951,2585,24
52952,2060,17
52953,1180,13
52954,2462,15
52955,10,0
52956,1281,8
52957,2583,12
52958,1160,16
52959,2583,12
52960,2583,12
52961,2462,15
52962,1560,7
52963,1320,20
52964,2403,10
52965,1320,20
52966,2582,6
52967,10,0
52968,2403,10
52969,2403,10
52970,1280,3
52971,1300,14
52972,2583,12
52973,1560,7
52974,1160,16
52975,2522,5
52976,2060,17
52977,40,18
52978,2583,12
52979,2522,5
52980,2403,10
52981,2583,12
52982,2585,24
52983,10,0
52984,1281,8
52985,50,2
52986,2403,10
52987,40,18
52988,2280,1
52989,2585,24
52990,1160,16
52991,2403,10
52992,10,0
52993,60,19
52994,50,2
52995,2060,17
52996,40,18
52997,50,2
52998,2280,1
52999,2403,10
53000,2585,24
53001,50,2
53002,1920,9
53003,2462,15
53004,2585,24
53005,2403,10
53006,1560,7
53007,2403,10
53008,2522,5
53009,2060,17
53010,2585,24
53011,40,18
53012,10,0
53013,2583,12
53014,1160,16
53015,1920,9
53016,1281,8
53017,1180,13
53018,1160,16
53019,1560,7
53020,2220,22
53021,1320,20
53022,1280,3
53023,2905,23
53024,1280,3
53025,2583,12
53026,1560,7
53027,2060,17
53028,2585,24
53029,1280,3
53030,2583,12
53031,1301,26
53032,60,19
53033,2583,12
53034,2585,24
53035,1280,3
53036,2280,1
53037,2060,17
53038,2280,1
53039,2280,1
53040,2705,4
53041,2583,12
53042,1300,14
53043,2403,10
53044,1280,3
53045,2280,1
53046,2060,17
53047,2522,5
53048,1560,7
53049,2582,6
53050,2705,4
53051,10,0
53052,1300,14
53053,2280,1
53054,1140,11
53055,2583,12
53056,2060,17
53057,2060,17
53058,2403,10
53059,1920,9
53060,1180,13
53061,2280,1
53062,2583,12
53063,2280,1
53064,2583,12
53065,2280,1
53066,2522,5
53067,2583,12
53068,1940,25
53069,1160,16
53070,2280,1
53071,1281,8
53072,2522,5
53073,1160,16
53074,2583,12
53075,1302,21
53076,2060,17
53077,1920,9
53078,2583,12
53079,1280,3
53080,2462,15
53081,1180,13
53082,1920,9
53083,60,19
53084,1920,9
53085,2582,6
53086,1560,7
53087,1920,9
53088,1160,16
53089,2280,1
53090,2280,1
53091,2582,6
53092,1281,8
53093,1140,11
53094,2220,22
53095,2522,5
53096,2583,12
53097,10,0
53098,1560,7
53099,2582,6
53100,1180,13
53101,1320,20
53102,2403,10
53103,1940,25
53104,1160,16
53105,1320,20
53106,2583,12
53107,1920,9
53108,2705,4
53109,2583,12
53110,10,0
53111,1560,7
53112,2403,10
53113,2060,17
53114,1920,9
53115,10,0
53116,2583,12
53117,2583,12
53118,1281,8
53119,1160,16
53120,2280,1
53121,2280,1
53122,1560,7
53123,1160,16
53124,2060,17
53125,2280,1
53126,2403,10
53127,1180,13
53128,1180,13
53129,60,19
53130,1281,8
53131,2583,12
53132,1160,16
53133,2583,12
53134,2583,12
53135,2522,5
53136,10,0
53137,1302,21
53138,1281,8
53139,2583,12
53140,2583,12
53141,1180,13
53142,1920,9
53143,1320,20
53144,2583,12
53145,2462,15
53146,2403,10
53147,1140,11
53148,1920,9
53149,2280,1
53150,2522,5
53151,1302,21
53152,2583,12
53153,1320,20
53154,1920,9
53155,1280,3
53156,2583,12
53157,2583,12
53158,1302,21
53159,2582,6
53160,2705,4
53161,2280,1
53162,40,18
53163,2585,24
53164,1920,9
53165,1320,20
53166,40,18
53167,2583,12
53168,1940,25
53169,1280,3
53170,1281,8
53171,2060,17
53172,2522,5
53173,2060,17
53174,1280,3
53175,1302,21
53176,2583,12
53177,1140,11
53178,1160,16
53179,1160,16
53180,50,2
53181,2522,5
53182,10,0
53183,1920,9
53184,2583,12
53185,40,18
53186,2462,15
53187,2060,17
53188,2403,10
53189,1560,7
53190,2583,12
53191,2705,4
53192,1180,13
53193,1280,3
53194,1920,9
53195,1160,16
53196,1280,3
53197,2403,10
53198,1281,8
53199,2280,1
53200,2583,12
53201,2060,17
53202,2522,5
53203,2583,12
53204,2462,15
53205,2585,24
53206,10,0
53207,10,0
53208,1140,11
53209,1281,8
53210,2522,5
53211,2583,12
53212,1320,20
53213,2905,23
53214,1160,16
53215,1560,7
53216,2583,12
53217,2522,5
53218,2060,17
53219,1920,9
53220,2583,12
53221,2522,5
53222,40,18
53223,1280,3
53224,10,0
53225,2522,5
53226,1160,16
53227,2060,17
53228,2280,1
53229,1560,7
53230,1920,9
53231,1160,16
53232,2403,10
53233,2583,12
53234,1281,8
53235,2522,5
53236,40,18
53237,2060,17
53238,2403,10
53239,2522,5
53240,10,0
53241,2462,15
53242,1281,8
53243,1160,16
53244,2060,17
53245,40,18
53246,10,0
53247,1281,8
53248,2582,6
53249,2403,10
53250,1920,9
53251,2583,12
53252,2582,6
53253,2280,1
53254,50,2
53255,2462,15
53256,1560,7
53257,1281,8
53258,1560,7
53259,2705,4
53260,2060,17
53261,2583,12
53262,1560,7
53263,2905,23
53264,1560,7
53265,1300,14
53266,1320,20
53267,2905,23
53268,1300,14
53269,2403,10
53270,1320,20
53271,1300,14
53272,1300,14
53273,10,0
53274,2280,1
53275,60,19
53276,10,0
53277,2280,1
53278,1281,8
53279,2583,12
53280,1320,20
53281,1302,21
53282,1160,16
53283,10,0
53284,2585,24
53285,2705,4
53286,10,0
53287,1920,9
53288,2582,6
53289,2585,24
53290,40,18
53291,2280,1
53292,1300,14
53293,2060,17
53294,1560,7
53295,2905,23
53296,1560,7
53297,2583,12
53298,2583,12
53299,2585,24
53300,1300,14
53301,1320,20
53302,2060,17
53303,2583,12
53304,10,0
53305,60,19
53306,1920,9
53307,2060,17
53308,1560,7
53309,1160,16
53310,1920,9
53311,2403,10
53312,2583,12
53313,2522,5
53314,2705,4
53315,1160,16
53316,2403,10
53317,1160,16
53318,2905,23
53319,1301,26
53320,1302,21
53321,2280,1
53322,10,0
53323,10,0
53324,1920,9
53325,2522,5
53326,2280,1
53327,1300,14
53328,2403,10
53329,1160,16
53330,1280,3
53331,1280,3
53332,1140,11
53333,2462,15
53334,2280,1
53335,2060,17
53336,1920,9
53337,1280,3
53338,10,0
53339,2522,5
53340,2462,15
53341,1320,20
53342,2403,10
53343,1320,20
53344,2403,10
53345,2583,12
53346,2060,17
53347,1160,16
53348,1160,16
53349,1560,7
53350,2585,24
53351,2403,10
53352,1300,14
53353,2583,12
53354,2905,23
53355,1281,8
53356,1280,3
53357,2462,15
53358,2280,1
53359,1560,7
53360,40,18
53361,2583,12
53362,1140,11
53363,1560,7
53364,1280,3
53365,2522,5
53366,1140,11
53367,1300,14
53368,1920,9
53369,1160,16
53370,2583,12
53371,2582,6
53372,50,2
53373,1320,20
53374,2583,12
53375,1280,3
53376,2583,12
53377,1302,21
53378,1160,16
53379,1160,16
53380,2585,24
53381,50,2
53382,1300,14
53383,1280,3
53384,2905,23
53385,1560,7
53386,2583,12
53387,1320,20
53388,1300,14
53389,1560,7
53390,1320,20
53391,1300,14
53392,2583,12
53393,1560,7
53394,2280,1
53395,1160,16
53396,1560,7
53397,2583,12
53398,2060,17
53399,10,0
53400,2583,12
53401,1280,3
53402,50,2
53403,2705,4
53404,1920,9
53405,1920,9
53406,2585,24
53407,1281,8
53408,1920,9
53409,1281,8
53410,1301,26
53411,2583,12
53412,1301,26
53413,1920,9
53414,60,19
53415,10,0
53416,2583,12
53417,2583,12
53418,2403,10
53419,1300,14
53420,2403,10
53421,1320,20
53422,1160,16
53423,2585,24
53424,1302,21
53425,2280,1
53426,1301,26
53427,1302,21
53428,1920,9
53429,1280,3
53430,1301,26
53431,1300,14
53432,40,18
53433,2522,5
53434,2583,12
53435,2060,17
53436,1560,7
53437,2403,10
53438,10,0
53439,1140,11
53440,2583,12
53441,2583,12
53442,2585,24
53443,2582,6
53444,2585,24
53445,2462,15
53446,1320,20
53447,1320,20
53448,10,0
53449,2585,24
53450,1280,3
53451,1301,26
53452,1560,7
53453,2583,12
53454,40,18
53455,1920,9
53456,1560,7
53457,2280,1
53458,1560,7
53459,1302,21
53460,1920,9
53461,2462,15
53462,2585,24
53463,1560,7
53464,1140,11
53465,2582,6
53466,2583,12
53467,2583,12
53468,2280,1
53469,2583,12
53470,2583,12
53471,1281,8
53472,1281,8
53473,2583,12
53474,2060,17
53475,1280,3
53476,2403,10
53477,1320,20
53478,2403,10
53479,2280,1
53480,1560,7
53481,2585,24
53482,1920,9
53483,60,19
53484,2280,1
53485,2403,10
53486,40,18
53487,2583,12
53488,2583,12
53489,2583,12
53490,2583,12
53491,2403,10
53492,1280,3
53493,2060,17
53494,1280,3
53495,2462,15
53496,1302,21
53497,2583,12
53498,2060,17
53499,2462,15
53500,10,0
53501,1302,21
53502,1160,16
53503,2583,12
53504,1160,16
53505,2060,17
53506,2583,12
53507,1320,20
53508,2060,17
53509,2585,24
53510,1280,3
53511,2583,12
53512,1300,14
53513,2522,5
53514,1302,21
53515,1302,21
53516,1300,14
53517,2060,17
53518,1301,26
53519,1160,16
53520,2583,12
53521,2583,12
53522,1920,9
53523,2462,15
53524,50,2
53525,1140,11
53526,2060,17
53527,1920,9
53528,2705,4
53529,1140,11
53530,1300,14
53531,10,0
53532,1320,20
53533,2522,5
53534,2583,12
53535,2220,22
53536,2280,1
53537,2583,12
53538,2280,1
53539,2583,12
53540,2403,10
53541,1300,14
53542,2280,1
53543,2280,1
53544,1300,14
53545,10,0
53546,2522,5
53547,1560,7
53548,1140,11
53549,2403,10
53550,1280,3
53551,2280,1
53552,2403,10
53553,40,18
53554,2403,10
53555,2522,5
53556,1920,9
53557,1281,8
53558,2705,4
53559,2403,10
53560,2403,10
53561,1300,14
53562,1281,8
53563,2060,17
53564,1920,9
53565,40,18
53566,1160,16
53567,1280,3
53568,2060,17
53569,1300,14
53570,2583,12
53571,2060,17
53572,2705,4
53573,2585,24
53574,1302,21
53575,60,19
53576,10,0
53577,1180,13
53578,2585,24
53579,1320,20
53580,2522,5
53581,2585,24
53582,1302,21
53583,1140,11
53584,50,2
53585,10,0
53586,1300,14
53587,2583,12
53588,1180,13
53589,2583,12
53590,2522,5
53591,2583,12
53592,2583,12
53593,2403,10
53594,1920,9
53595,2280,1
53596,2060,17
53597,1160,16
53598,1560,7
53599,1560,7
53600,1160,16
53601,2705,4
53602,2583,12
53603,2403,10
53604,1160,16
53605,2060,17
53606,40,18
53607,1320,20
53608,2705,4
53609,2585,24
53610,1560,7
53611,50,2
53612,2060,17
53613,1560,7
53614,1280,3
53615,1300,14
53616,2583,12
53617,2583,12
53618,2582,6
53619,2582,6
53620,2583,12
53621,2060,17
53622,1160,16
53623,2585,24
53624,1560,7
53625,2403,10
53626,2582,6
53627,10,0
53628,2522,5
53629,40,18
53630,10,0
53631,1920,9
53632,1280,3
53633,1280,3
53634,1302,21
53635,10,0
53636,40,18
53637,1281,8
53638,2585,24
53639,2583,12
53640,2280,1
53641,1280,3
53642,1560,7
53643,1320,20
53644,1300,14
53645,2905,23
53646,2522,5
53647,1281,8
53648,2905,23
53649,2403,10
53650,1300,14
53651,40,18
53652,2280,1
53653,1320,20
53654,40,18
53655,1302,21
53656,2583,12
53657,1320,20
53658,1160,16
53659,1300,14
53660,2462,15
53661,2280,1
53662,2585,24
53663,2403,10
53664,2522,5
53665,2583,12
53666,2583,12
53667,2403,10
53668,2583,12
53669,2583,12
53670,2585,24
53671,2583,12
53672,40,18
53673,1140,11
53674,2583,12
53675,2583,12
53676,2280,1
53677,60,19
53678,1281,8
53679,10,0
53680,2583,12
53681,2522,5
53682,1281,8
53683,1302,21
53684,1920,9
53685,1281,8
53686,2522,5
53687,1280,3
53688,10,0
53689,1560,7
53690,2522,5
53691,2583,12
53692,2403,10
53693,2280,1
53694,2280,1
53695,1160,16
53696,1140,11
53697,1320,20
53698,2905,23
53699,2585,24
53700,1281,8
53701,2583,12
53702,2583,12
53703,1140,11
53704,1281,8
53705,2585,24
53706,2583,12
53707,1140,11
53708,2583,12
53709,2462,15
53710,2585,24
53711,1560,7
53712,1920,9
53713,1560,7
53714,2060,17
53715,2403,10
53716,2060,17
53717,2583,12
53718,2060,17
53719,10,0
53720,1302,21
53721,1560,7
53722,1320,20
53723,2280,1
53724,2583,12
53725,1320,20
53726,1320,20
53727,2522,5
53728,1160,16
53729,2905,23
53730,2462,15
53731,1280,3
53732,1320,20
53733,1302,21
53734,2585,24
53735,1320,20
53736,2583,12
53737,2060,17
53738,2583,12
53739,2403,10
53740,10,0
53741,2280,1
53742,1320,20
53743,1160,16
53744,1320,20
53745,2583,12
53746,1920,9
53747,2583,12
53748,1300,14
53749,2585,24
53750,1300,14
53751,2280,1
53752,1300,14
53753,2403,10
53754,2583,12
53755,1560,7
53756,1920,9
53757,1300,14
53758,1302,21
53759,1160,16
53760,1560,7
53761,2403,10
53762,2060,17
53763,2583,12
53764,1560,7
53765,40,18
53766,2522,5
53767,1560,7
53768,1280,3
53769,1920,9
53770,2583,12
53771,2583,12
53772,2220,22
53773,1560,7
53774,2403,10
53775,2522,5
53776,1140,11
53777,1320,20
53778,1300,14
53779,2522,5
53780,2583,12
53781,2522,5
53782,2583,12
53783,1920,9
53784,2583,12
53785,1280,3
53786,1300,14
53787,40,18
53788,40,18
53789,1160,16
53790,60,19
53791,2582,6
53792,2705,4
53793,2060,17
53794,2060,17
53795,1300,14
53796,2705,4
53797,1280,3
53798,2060,17
53799,2462,15
53800,40,18
53801,2403,10
53802,2280,1
53803,1300,14
53804,1140,11
53805,1320,20
53806,2582,6
53807,1920,9
53808,40,18
53809,1920,9
53810,1280,3
53811,1300,14
53812,1560,7
53813,2582,6
53814,2280,1
53815,1940,25
53816,60,19
53817,1320,20
53818,40,18
53819,2583,12
53820,2585,24
53821,2583,12
53822,1300,14
53823,60,19
53824,10,0
53825,1320,20
53826,2280,1
53827,2060,17
53828,1140,11
53829,2583,12
53830,10,0
53831,2522,5
53832,1920,9
53833,2280,1
53834,1300,14
53835,2583,12
53836,10,0
53837,40,18
53838,1320,20
53839,1302,21
53840,1320,20
53841,2583,12
53842,1300,14
53843,2582,6
53844,2585,24
53845,1302,21
53846,60,19
53847,1300,14
53848,1920,9
53849,2060,17
53850,1560,7
53851,2583,12
53852,2403,10
53853,1302,21
53854,2060,17
53855,1140,11
53856,1920,9
53857,1300,14
53858,2585,24
53859,1160,16
53860,1320,20
53861,2403,10
53862,2060,17
53863,2060,17
53864,1160,16
53865,2905,23
53866,2403,10
53867,2522,5
53868,2060,17
53869,1160,16
53870,1920,9
53871,2522,5
53872,10,0
53873,1140,11
53874,2582,6
53875,1920,9
53876,60,19
53877,1280,3
53878,2583,12
53879,2583,12
53880,2705,4
53881,2582,6
53882,40,18
53883,1280,3
53884,1920,9
53885,1560,7
53886,2583,12
53887,2462,15
53888,1140,11
53889,2583,12
53890,1560,7
53891,2583,12
53892,1300,14
53893,1160,16
53894,1560,7
53895,1560,7
53896,2583,12
53897,1281,8
53898,2583,12
53899,10,0
53900,1281,8
53901,1281,8
53902,1300,14
53903,1320,20
53904,40,18
53905,2583,12
53906,1560,7
53907,1920,9
53908,1140,11
53909,1280,3
53910,2585,24
53911,50,2
53912,2583,12
53913,1281,8
53914,2522,5
53915,1280,3
53916,2522,5
53917,2583,12
53918,1140,11
53919,2280,1
53920,1300,14
53921,1140,11
53922,2403,10
53923,10,0
53924,2060,17
53925,1300,14
53926,1920,9
53927,2583,12
53928,1302,21
53929,1320,20
53930,1300,14
53931,1920,9
53932,1160,16
53933,2583,12
53934,2583,12
53935,2585,24
53936,1560,7
53937,1300,14
53938,1302,21
53939,2583,12
53940,2462,15
53941,1320,20
53942,2060,17
53943,2582,6
53944,1160,16
53945,1560,7
53946,1280,3
53947,2403,10
53948,2060,17
53949,1302,21
53950,1920,9
53951,50,2
53952,1281,8
53953,1940,25
53954,10,0
53955,2403,10
53956,2583,12
53957,1560,7
53958,2905,23
53959,1920,9
53960,1180,13
53961,1320,20
53962,2583,12
53963,2403,10
53964,2583,12
53965,1560,7
53966,2462,15
53967,1300,14
53968,2583,12
53969,1320,20
53970,2522,5
53971,2583,12
53972,1280,3
53973,2705,4
53974,2280,1
53975,1920,9
53976,1920,9
53977,2583,12
53978,1300,14
53979,1560,7
53980,1140,11
53981,1560,7
53982,2060,17
53983,2060,17
53984,2060,17
53985,2585,24
53986,1280,3
53987,2582,6
53988,40,18
53989,2403,10
53990,10,0
53991,2522,5
53992,2522,5
53993,1280,3
53994,2280,1
53995,2585,24
53996,1300,14
53997,1560,7
53998,1160,16
53999,1920,9
54000,2060,17
54001,10,0
54002,1281,8
54003,50,2
54004,2583,12
54005,10,0
54006,1300,14
54007,2280,1
54008,2403,10
54009,2280,1
54010,1920,9
54011,1302,21
54012,2705,4
54013,1140,11
54014,1920,9
54015,2582,6
54016,1180,13
54017,1281,8
54018,2403,10
54019,1160,16
54020,2583,12
54021,1301,26
54022,2403,10
54023,2403,10
54024,1302,21
54025,1300,14
54026,1280,3
54027,2060,17
54028,1920,9
54029,2403,10
54030,1560,7
54031,2582,6
54032,2705,4
54033,2585,24
54034,1560,7
54035,2583,12
54036,1920,9
54037,2403,10
54038,40,18
54039,2522,5
54040,1920,9
54041,2585,24
54042,2522,5
54043,2582,6
54044,2280,1
54045,1302,21
54046,2403,10
54047,2280,1
54048,1280,3
54049,2522,5
54050,2060,17
54051,1300,14
54052,2060,17
54053,1280,3
54054,2705,4
54055,2522,5
54056,2280,1
54057,2705,4
54058,1302,21
54059,1140,11
54060,2905,23
54061,2582,6
54062,2705,4
54063,2280,1
54064,1280,3
54065,2705,4
54066,2220,22
54067,2705,4
54068,1280,3
54069,1281,8
54070,2705,4
54071,1280,3
54072,1320,20
54073,1920,9
54074,2060,17
54075,2403,10
54076,2583,12
54077,1920,9
54078,2905,23
54079,1560,7
54080,1920,9
54081,2585,24
54082,2403,10
54083,2280,1
54084,2583,12
54085,1301,26
54086,60,19
54087,2060,17
54088,1920,9
54089,2583,12
54090,2280,1
54091,1920,9
54092,2522,5
54093,1560,7
54094,1920,9
54095,1300,14
54096,1920,9
54097,1560,7
54098,1160,16
54099,1920,9
54100,1560,7
54101,2403,10
54102,2905,23
54103,2705,4
54104,2280,1
54105,2060,17
54106,1940,25
54107,2522,5
54108,10,0
54109,1560,7
54110,1301,26
54111,1920,9
54112,1560,7
54113,2705,4
54114,2280,1
54115,40,18
54116,1280,3
54117,1160,16
54118,2280,1
54119,10,0
54120,1560,7
54121,2583,12
54122,1920,9
54123,1302,21
54124,2705,4
54125,2705,4
54126,1280,3
54127,1160,16
54128,2462,15
54129,1560,7
54130,2583,12
54131,2582,6
54132,2060,17
54133,50,2
54134,2462,15
54135,2462,15
54136,2280,1
54137,1140,11
54138,10,0
54139,1920,9
54140,1160,16
54141,50,2
54142,10,0
54143,1560,7
54144,50,2
54145,2583,12
54146,2583,12
54147,1160,16
54148,1300,14
54149,1300,14
54150,2583,12
54151,1920,9
54152,1920,9
54153,1160,16
54154,1300,14
54155,50,2
54156,2060,17
54157,2280,1
54158,1560,7
54159,2583,12
54160,1302,21
54161,2705,4
54162,1920,9
54163,1280,3
54164,2705,4
54165,2522,5
54166,1280,3
54167,40,18
54168,2280,1
54169,1140,11
54170,2280,1
54171,2060,17
54172,1280,3
54173,2583,12
54174,2220,22
54175,1920,9
54176,2462,15
54177,1300,14
54178,1560,7
54179,2403,10
54180,2403,10
54181,1560,7
54182,1160,16
54183,1281,8
54184,1320,20
54185,1160,16
54186,1300,14
54187,60,19
54188,2582,6
54189,2280,1
54190,2705,4
54191,1920,9
54192,1300,14
54193,50,2
54194,1160,16
54195,2280,1
54196,1300,14
54197,1140,11
54198,1920,9
54199,2522,5
54200,1302,21
54201,2060,17
54202,2462,15
54203,2522,5
54204,1160,16
54205,2583,12
54206,1302,21
54207,1300,14
54208,2583,12
54209,2522,5
54210,2280,1
54211,2522,5
54212,2403,10
54213,2583,12
54214,50,2
54215,1320,20
54216,2905,23
54217,2280,1
54218,1280,3
54219,1302,21
54220,1300,14
54221,1160,16
54222,1140,11
54223,40,18
54224,2522,5
54225,1302,21
54226,1920,9
54227,2060,17
54228,1920,9
54229,1280,3
54230,2705,4
54231,10,0
54232,2403,10
54233,2705,4
54234,2522,5
54235,1920,9
54236,2280,1
54237,1320,20
54238,1280,3
54239,1300,14
54240,2220,22
54241,1300,14
54242,2583,12
54243,2583,12
54244,1560,7
54245,2583,12
54246,1560,7
54247,2583,12
54248,2583,12
54249,2462,15
54250,1300,14
54251,1560,7
54252,1560,7
54253,1320,20
54254,1320,20
54255,1280,3
54256,2060,17
54257,2705,4
54258,1940,25
54259,1920,9
54260,10,0
54261,1140,11
54262,2220,22
54263,1140,11
54264,1920,9
54265,2403,10
54266,2583,12
54267,2583,12
54268,2403,10
54269,1300,14
54270,2280,1
54271,1300,14
54272,40,18
54273,1302,21
54274,2583,12
54275,2583,12
54276,1180,13
54277,1920,9
54278,2583,12
54279,1160,16
54280,10,0
54281,2583,12
54282,1160,16
54283,2585,24
54284,2462,15
54285,2060,17
54286,1560,7
54287,1920,9
54288,1280,3
54289,1140,11
54290,1160,16
54291,1302,21
54292,1280,3
54293,10,0
54294,2583,12
54295,1940,25
54296,2522,5
54297,1320,20
54298,2582,6
54299,1160,16
54300,1281,8
54301,1320,20
54302,1320,20
54303,2403,10
54304,1160,16
54305,2583,12
54306,2585,24
54307,2582,6
54308,2403,10
54309,2522,5
54310,2462,15
54311,2583,12
54312,1160,16
54313,1160,16
54314,1281,8
54315,2583,12
54316,50,2
54317,1920,9
54318,2583,12
54319,2705,4
54320,2462,15
54321,1300,14
54322,1920,9
54323,1560,7
54324,1180,13
54325,1300,14
54326,2583,12
54327,2583,12
54328,1280,3
54329,1320,20
54330,1920,9
54331,1560,7
54332,10,0
54333,2060,17
54334,2582,6
54335,1320,20
54336,2583,12
54337,2705,4
54338,2582,6
54339,1302,21
54340,2582,6
54341,1300,14
54342,2403,10
54343,1300,14
54344,1302,21
54345,2582,6
54346,1560,7
54347,2403,10
54348,1920,9
54349,2403,10
54350,2060,17
54351,2705,4
54352,1160,16
54353,2905,23
54354,2280,1
54355,1320,20
54356,10,0
54357,1160,16
54358,40,18
54359,50,2
54360,1140,11
54361,1280,3
54362,2403,10
54363,2583,12
54364,2280,1
54365,2582,6
54366,2220,22
54367,1180,13
54368,40,18
54369,2280,1
54370,2403,10
54371,1140,11
54372,2403,10
54373,2060,17
54374,1320,20
54375,2280,1
54376,1281,8
54377,1160,16
54378,1320,20
54379,1140,11
54380,1320,20
54381,2583,12
54382,2522,5
54383,2280,1
54384,60,19
54385,1560,7
54386,1281,8
54387,2585,24
54388,2403,10
54389,1280,3
54390,2280,1
54391,2403,10
54392,1920,9
54393,2522,5
54394,1302,21
54395,2280,1
54396,1560,7
54397,2583,12
54398,2060,17
54399,1301,26
54400,1280,3
54401,2582,6
54402,2403,10
54403,1560,7
54404,1920,9
54405,2582,6
54406,1160,16
54407,2582,6
54408,1320,20
54409,2583,12
54410,1320,20
54411,1160,16
54412,1280,3
54413,1300,14
54414,1280,3
54415,2060,17
54416,2280,1
54417,2585,24
54418,2522,5
54419,60,19
54420,1140,11
54421,40,18
54422,2582,6
54423,10,0
54424,2403,10
54425,10,0
54426,2582,6
54427,1300,14
54428,1160,16
54429,2583,12
54430,2060,17
54431,1302,21
54432,2280,1
54433,2060,17
54434,1920,9
54435,10,0
54436,1280,3
54437,40,18
54438,40,18
54439,2280,1
54440,2060,17
54441,2522,5
54442,2583,12
54443,2280,1
54444,2060,17
54445,1301,26
54446,1160,16
54447,2582,6
54448,2060,17
54449,1281,8
54450,1920,9
54451,2583,12
54452,1320,20
54453,2583,12
54454,1280,3
54455,2583,12
54456,1140,11
54457,2585,24
54458,2583,12
54459,2522,5
54460,2280,1
54461,2060,17
54462,2522,5
54463,1281,8
54464,2462,15
54465,2583,12
54466,1140,11
54467,2280,1
54468,40,18
54469,2060,17
54470,1302,21
54471,1160,16
54472,50,2
54473,1300,14
54474,1560,7
54475,2705,4
54476,1560,7
54477,1280,3
54478,1320,20
54479,2462,15
54480,1560,7
54481,2280,1
54482,1281,8
54483,1281,8
54484,50,2
54485,2280,1
54486,2280,1
54487,2583,12
54488,2060,17
54489,1300,14
54490,2060,17
54491,2220,22
54492,2582,6
54493,1920,9
54494,1280,3
54495,2280,1
54496,1920,9
54497,2905,23
54498,2705,4
54499,2585,24
54500,2585,24
54501,2522,5
54502,2582,6
54503,1160,16
54504,2705,4
54505,2705,4
54506,1300,14
54507,10,0
54508,1300,14
54509,1560,7
54510,1940,25
54511,1160,16
54512,2403,10
54513,2403,10
54514,1920,9
54515,2403,10
54516,40,18
54517,2403,10
54518,2060,17
54519,1940,25
54520,2522,5
54521,2522,5
54522,1300,14
54523,40,18
54524,2462,15
54525,2905,23
54526,1280,3
54527,60,19
54528,2280,1
54529,1301,26
54530,10,0
54531,1940,25
54532,1140,11
54533,1940,25
54534,1301,26
54535,50,2
54536,1560,7
54537,2060,17
54538,1281,8
54539,2060,17
54540,1301,26
54541,2060,17
54542,2060,17
54543,1920,9
54544,1300,14
54545,2583,12
54546,2905,23
54547,2060,17
54548,2583,12
54549,1302,21
54550,1320,20
54551,2403,10
54552,1160,16
54553,1300,14
54554,2583,12
54555,1280,3
54556,1300,14
54557,1281,8
54558,1300,14
54559,1281,8
54560,1920,9
54561,1920,9
54562,1320,20
54563,60,19
54564,2060,17
54565,1920,9
54566,1160,16
54567,2060,17
54568,1160,16
54569,1280,3
54570,2462,15
54571,1301,26
54572,2403,10
54573,2522,5
54574,2705,4
54575,10,0
54576,2585,24
54577,1281,8
54578,2583,12
54579,1300,14
54580,50,2
54581,1302,21
54582,50,2
54583,1300,14
54584,2060,17
54585,2522,5
54586,2060,17
54587,1302,21
54588,1920,9
54589,1300,14
54590,2280,1
54591,60,19
54592,1160,16
54593,60,19
54594,2705,4
54595,2583,12
54596,1920,9
54597,2582,6
54598,1940,25
54599,1280,3
54600,2705,4
54601,10,0
54602,40,18
54603,2522,5
54604,2705,4
54605,2280,1
54606,10,0
54607,10,0
54608,2060,17
54609,1320,20
54610,2220,22
54611,2583,12
54612,10,0
54613,1281,8
54614,2905,23
54615,2583,12
54616,2280,1
54617,2583,12
54618,1302,21
54619,2583,12
54620,2582,6
54621,2583,12
54622,1140,11
54623,2280,1
54624,2462,15
54625,1280,3
54626,1281,8
54627,2583,12
54628,1560,7
54629,1560,7
54630,1140,11
54631,1300,14
54632,1280,3
54633,2583,12
54634,1320,20
54635,1920,9
54636,2583,12
54637,2060,17
54638,2705,4
54639,2280,1
54640,2060,17
54641,1140,11
54642,1302,21
54643,2582,6
54644,1560,7
54645,2583,12
54646,2705,4
54647,2705,4
54648,2280,1
54649,2583,12
54650,2403,10
54651,1280,3
54652,2582,6
54653,1280,3
54654,1920,9
54655,2583,12
54656,1300,14
54657,2583,12
54658,40,18
54659,50,2
54660,1140,11
